Draw Date,b1,b2,b3,b4,b5,b6,Jackpot,Outcome,mean,median,std,min,max,range,sum_without_bonus,sum_with_bonus,even_count,odd_count,low_range_count,high_range_count,prev_common_count,has_consecutive
Friday 17 December 2021,19,28,34,38,48,4,"R39,304,036.02",Roll,33.4,34.0,9.707728879609277,19,48,29,167,171,4,2,1,5,0,False
Tuesday 14 December 2021,5,19,30,37,43,16,"R34,403,703.90",Roll,26.8,30.0,13.51147660324363,5,43,38,134,150,1,5,2,4,1,False
Friday 10 December 2021,23,24,27,48,49,3,"R30,075,775.37",Roll,34.2,27.0,11.754148203932091,23,49,26,171,174,2,4,2,4,0,True
Tuesday 7 December 2021,4,7,17,19,23,14,"R25,274,665.13",Roll,14.0,17.0,7.26636084983398,4,23,19,70,84,1,5,5,1,1,False
Friday 3 December 2021,9,19,20,30,31,10,"R21,030,316.26",Roll,21.8,20.0,8.084553172563094,9,31,22,109,119,2,4,3,3,1,True
Tuesday 30 November 2021,2,17,22,31,35,4,"R16,328,801.64",Roll,21.4,22.0,11.60344776348823,2,35,33,107,111,2,4,3,3,1,False
Friday 26 November 2021,5,7,11,19,38,14,"R12,416,160.91",Roll,16.0,11.0,12.0,5,38,33,80,94,1,5,4,2,0,False
Tuesday 23 November 2021,3,18,21,24,28,1,"R7,889,695.82",Roll,18.8,21.0,8.565045242145542,3,28,25,94,95,3,3,4,2,0,False
Friday 19 November 2021,4,16,39,40,50,9,"R4,227,495.88",Roll,29.8,39.0,17.045820602130014,4,50,46,149,158,4,2,2,4,0,True
Tuesday 16 November 2021,8,9,36,42,50,4,"R100,000,000",Won,29.0,36.0,17.320508075688775,8,50,42,145,149,4,2,2,4,1,True
Friday 12 November 2021,2,24,27,41,49,17,"R83,837,299.12",Roll,28.6,27.0,16.131955864060625,2,49,47,143,160,2,4,2,4,0,False
Tuesday 9 November 2021,13,15,32,43,44,3,"R77,097,254.51",Roll,29.4,32.0,13.275541420220872,13,44,31,147,150,2,4,2,4,0,True
Friday 5 November 2021,9,15,38,40,42,2,"R71,083,031.26",Roll,28.8,38.0,13.905394636614956,9,42,33,144,146,3,3,2,4,1,False
Tuesday 2 November 2021,11,24,25,26,38,20,"R64,787,198.50",Roll,24.8,25.0,8.565045242145542,11,38,27,124,144,3,3,3,3,1,True
Friday 29 October 2021,29,42,45,47,49,8,"R60,000,000",Roll,42.4,45.0,7.088018058667741,29,49,20,212,220,1,5,0,6,0,False
Tuesday 26 October 2021,8,15,19,27,49,4,"R52,156,862.14",Roll,23.6,19.0,14.10815367083872,8,49,41,118,122,1,5,3,3,1,False
Friday 22 October 2021,3,8,17,40,47,13,"R46,762,111.46",Roll,23.0,17.0,17.469974241537965,3,47,44,115,128,2,4,3,3,1,False
Tuesday 19 October 2021,15,19,21,24,41,2,"R41,558,342.12",Roll,24.0,21.0,8.988882021697693,15,41,26,120,122,1,5,4,2,0,False
Friday 15 October 2021,15,30,44,45,48,15,"R37,362,741.08",Roll,36.4,44.0,12.370933675353692,15,48,33,182,197,3,3,1,5,1,True
Tuesday 12 October 2021,23,30,32,36,39,12,"R32,001,967.68",Roll,32.0,32.0,5.477225575051661,23,39,16,160,172,3,3,1,5,1,False
Friday 8 October 2021,4,14,18,24,38,9,"R27,321,999.54",Roll,19.6,18.0,11.271202242884296,4,38,34,98,107,5,1,4,2,0,False
Tuesday 5 October 2021,2,13,20,42,47,3,"R22,270,823.80",Roll,24.8,20.0,17.151093259614676,2,47,45,124,127,3,3,3,3,0,False
Friday 1 October 2021,24,25,38,40,49,2,"R17,575,482.07",Roll,35.2,38.0,9.495261976375375,24,49,25,176,178,3,3,2,4,0,True
Tuesday 28 September 2021,13,15,20,28,29,15,"R12,443,949.70",Roll,21.0,20.0,6.54217089351845,13,29,16,105,120,2,4,3,3,0,True
Friday 24 September 2021,14,17,24,31,43,15,"R8,075,875.67",Roll,25.8,24.0,10.419213022104884,14,43,29,129,144,2,4,3,3,0,False
Tuesday 21 September 2021,18,26,41,44,47,4,"R3,958,418.83",Roll,35.2,41.0,11.232096865679177,18,47,29,176,180,3,3,1,5,0,False
Friday 17 September 2021,8,10,17,26,39,14,"R86,547,728.32",Won,20.0,17.0,11.40175425099138,8,39,31,100,114,3,3,3,3,1,False
Tuesday 14 September 2021,16,18,23,31,35,10,"R79,338,336.69",Roll,24.6,23.0,7.337574531137657,16,35,19,123,133,2,4,3,3,0,False
Friday 10 September 2021,8,12,17,28,43,13,"R72,915,117.50",Roll,21.6,17.0,12.626955294131678,8,43,35,108,121,3,3,3,3,0,False
Tuesday 7 September 2021,2,11,13,19,40,2,"R66,280,966.45",Roll,17.0,13.0,12.727922061357855,2,40,38,85,87,2,4,4,2,0,False
Friday 3 September 2021,2,9,18,42,43,8,"R60,000,000",Roll,22.8,18.0,16.868906307167634,2,43,41,114,122,3,3,3,3,1,True
Tuesday 31 August 2021,9,10,35,42,48,20,"R51,785,956.74",Roll,28.8,35.0,16.28987415543779,9,48,39,144,164,3,3,2,4,2,True
Friday 27 August 2021,6,10,11,45,47,13,"R45,844,881.32",Roll,23.8,11.0,18.21428011204396,6,47,41,119,132,2,4,3,3,1,True
Tuesday 24 August 2021,21,23,34,35,41,9,"R39,847,241.57",Roll,30.8,34.0,7.6,21,41,20,154,163,1,5,2,4,0,True
Friday 20 August 2021,6,21,33,37,50,18,"R35,159,232.56",Roll,29.4,33.0,14.92112596287559,6,50,44,147,165,2,4,2,4,1,False
Tuesday 17 August 2021,10,18,23,30,48,1,"R30,029,577.22",Roll,25.8,23.0,12.874781551544865,10,48,38,129,130,4,2,3,3,0,False
Friday 13 August 2021,5,23,41,42,50,2,"R25,238,766.67",Roll,32.2,41.0,16.21604144049959,5,50,45,161,163,2,4,2,4,1,True
Tuesday 10 August 2021,1,4,12,13,33,6,"R19,864,680.62",Roll,12.6,12.0,11.18212859879549,1,33,32,63,69,2,4,4,2,0,True
Friday 6 August 2021,7,13,18,20,25,6,"R15,601,539.08",Roll,16.6,18.0,6.151422599691879,7,25,18,83,89,2,4,5,1,1,False
Tuesday 3 August 2021,8,16,18,30,34,4,"R10,414,763.04",Roll,21.2,18.0,9.516301802696255,8,34,26,106,110,5,1,3,3,1,False
Friday 30 July 2021,4,12,27,35,50,1,"R5,463,174.72",Roll,25.6,27.0,16.353592877407703,4,50,46,128,129,3,3,2,4,0,False
Tuesday 27 July 2021,5,12,15,28,29,14,"R158,035,647.82",Won,17.8,15.0,9.325234581499814,5,29,24,89,103,2,4,3,3,1,True
Friday 23 July 2021,21,45,47,48,49,18,"R148,159,783.15",Roll,42.0,47.0,10.583005244258363,21,49,28,210,228,1,5,1,5,0,True
Tuesday 20 July 2021,7,32,33,40,42,6,"R137,361,124.54",Roll,30.8,33.0,12.512393855693642,7,42,35,154,160,3,3,1,5,0,True
Friday 16 July 2021,20,22,25,41,45,5,"R129,127,994.39",Roll,30.6,25.0,10.32666451474047,20,45,25,153,158,2,4,3,3,0,False
Tuesday 13 July 2021,2,28,29,38,42,2,"R121,555,453.58",Roll,27.8,29.0,13.948476619330155,2,42,40,139,141,4,2,1,5,0,True
Friday 9 July 2021,3,12,29,31,38,15,"R115,159,575.35",Roll,22.6,29.0,13.001538370516005,3,38,35,113,128,2,4,2,4,2,False
Tuesday 6 July 2021,1,16,18,26,39,8,"R105,560,883.58",Roll,20.0,18.0,12.47397290361014,1,39,38,100,108,3,3,3,3,0,False
Friday 2 July 2021,20,30,34,38,43,7,"R97,514,489.54",Roll,33.0,34.0,7.797435475847171,20,43,23,165,172,4,2,1,5,0,False
Tuesday 29 June 2021,6,35,41,43,45,4,"R89,144,685.55",Roll,34.0,41.0,14.394443372357264,6,45,39,170,174,1,5,1,5,1,False
Friday 25 June 2021,4,16,34,36,46,6,"R82,148,925.26",Roll,27.2,34.0,15.104966070799366,4,46,42,136,142,5,1,2,4,0,False
Tuesday 22 June 2021,3,11,24,33,41,16,"R75,000,000",Roll,22.4,24.0,13.908270920570969,3,41,38,112,128,1,5,3,3,0,False
Friday 18 June 2021,3,8,19,28,49,11,"R66,396,398.24",Roll,21.4,19.0,16.304600577751057,3,49,46,107,118,2,4,3,3,1,False
Tuesday 15 June 2021,13,23,24,27,44,10,"R60,708,343.84",Roll,26.2,24.0,10.067770358922575,13,44,31,131,141,2,4,3,3,0,True
Friday 11 June 2021,9,12,27,37,48,7,"R55,368,808.41",Roll,26.6,27.0,14.759403781996072,9,48,39,133,140,2,4,2,4,1,False
Tuesday 8 June 2021,1,3,17,28,50,7,"R49,963,904.30",Roll,19.8,17.0,18.015548839821673,1,50,49,99,106,2,4,3,3,0,False
Friday 4 June 2021,17,34,37,39,44,10,"R45,049,637.80",Roll,34.2,37.0,9.19565114605812,17,44,27,171,181,2,4,1,5,1,False
Tuesday 1 June 2021,3,5,23,37,42,11,"R39,634,655.23",Roll,22.0,23.0,15.974980438172686,3,42,39,110,121,1,5,3,3,1,False
Friday 28 May 2021,31,33,36,38,44,4,"R34,608,236.98",Roll,36.4,36.0,4.498888751680797,31,44,13,182,186,3,3,0,6,0,False
Tuesday 25 May 2021,3,4,8,25,44,15,"R29,279,194.62",Roll,16.8,8.0,15.7403938959608,3,44,41,84,99,3,3,4,2,1,True
Friday 21 May 2021,19,21,24,45,50,5,"R24,582,069.50",Roll,31.8,24.0,13.013838787997951,19,50,31,159,164,2,4,3,3,0,False
Tuesday 18 May 2021,4,11,30,35,45,12,"R19,896,006.41",Roll,25.0,30.0,15.244671200127604,4,45,41,125,137,2,4,2,4,1,False
Friday 14 May 2021,3,16,28,31,48,11,"R15,727,030.83",Roll,25.2,28.0,15.091719583930788,3,48,45,126,137,3,3,2,4,0,False
Tuesday 11 May 2021,4,10,17,29,38,20,"R10,873,180.61",Roll,19.6,17.0,12.403225386970924,4,38,34,98,118,3,3,3,3,0,False
Friday 7 May 2021,4,7,19,20,49,19,"R6,007,980.50",Roll,19.8,19.0,15.91728620085723,4,49,45,99,118,2,4,4,2,1,True
Tuesday 4 May 2021,3,9,17,25,39,13,"R112,706,600.72",Won,18.6,17.0,12.611106216347558,3,39,36,93,106,0,6,4,2,0,False
Friday 30 April 2021,6,12,22,38,45,4,"R105,001,770.89",Roll,24.6,22.0,14.880860190190619,6,45,39,123,127,4,2,3,3,0,False
Tuesday 27 April 2021,1,8,22,29,49,18,"R96,486,994.87",Roll,21.8,22.0,16.821414922651424,1,49,48,109,127,2,4,3,3,1,False
Friday 23 April 2021,5,14,19,30,35,12,"R90,353,823.71",Roll,20.6,19.0,10.818502669038818,5,35,30,103,115,2,4,3,3,0,False
Tuesday 20 April 2021,3,5,12,32,49,19,"R83,423,379.32",Roll,20.2,12.0,17.679366504487657,3,49,46,101,120,2,4,3,3,1,False
Friday 16 April 2021,2,5,12,25,49,20,"R77,486,741.22",Roll,18.6,12.0,17.141761869772896,2,49,47,93,113,2,4,4,2,3,False
Tuesday 13 April 2021,6,8,22,31,42,15,"R71,123,084.04",Roll,21.8,22.0,13.658696863171098,6,42,36,109,124,4,2,3,3,0,False
Friday 9 April 2021,18,31,39,45,46,17,"R65,662,602.14",Roll,35.8,39.0,10.380751417888783,18,46,28,179,196,2,4,1,5,1,True
Tuesday 6 April 2021,3,13,21,42,45,8,"R59,521,781.67",Roll,24.8,21.0,16.32666530556684,3,45,42,124,132,1,5,3,3,1,False
Friday 2 April 2021,4,8,15,25,26,17,"R54,899,302.44",Roll,15.6,15.0,8.822698000045111,4,26,22,78,95,3,3,4,2,0,True
Tuesday 30 March 2021,7,16,24,25,38,9,"R50,000,000",Roll,22.0,24.0,10.295630140987,7,38,31,110,119,3,3,4,2,1,True
Friday 26 March 2021,5,25,27,42,47,15,"R33,325,996.51",Roll,29.2,27.0,14.756693396557376,5,47,42,146,161,1,5,2,4,1,False
Tuesday 23 March 2021,7,9,10,18,34,16,"R27,875,789.98",Roll,15.6,10.0,9.931767214348108,7,34,27,78,94,3,3,4,2,0,True
Friday 19 March 2021,5,16,27,32,46,18,"R24,062,975.03",Roll,25.2,27.0,13.962807740565648,5,46,41,126,144,3,3,2,4,0,False
Tuesday 16 March 2021,11,20,21,32,36,18,"R19,172,204.61",Roll,24.0,21.0,8.966604708583958,11,36,25,120,138,3,3,3,3,1,True
Friday 12 March 2021,7,15,29,34,39,2,"R14,691,307.89",Roll,24.8,29.0,11.973303637676613,7,39,32,124,126,1,5,2,4,0,False
Tuesday 9 March 2021,28,30,36,37,41,7,"R10,031,371.47",Roll,34.4,36.0,4.758150901348127,28,41,13,172,179,3,3,0,6,0,True
Friday 5 March 2021,6,15,39,40,48,17,"R5,922,879.09",Roll,29.6,39.0,16.156732342896568,6,48,42,148,165,3,3,2,4,0,True
Tuesday 2 March 2021,1,11,21,32,42,11,"R51,578,671.60",Won,21.4,21.0,14.568459081179451,1,42,41,107,118,2,4,3,3,0,False
Friday 26 February 2021,1,3,7,41,44,11,"R45,598,658.86",Roll,19.2,7.0,19.145756710038913,1,44,43,96,107,1,5,3,3,1,False
Tuesday 23 February 2021,8,13,25,32,42,16,"R39,537,288.68",Roll,24.0,25.0,12.37739875741264,8,42,34,120,136,3,3,3,3,0,False
Friday 19 February 2021,3,17,20,25,47,3,"R34,983,642.34",Roll,22.4,20.0,14.305243793798134,3,47,44,112,115,1,5,4,2,1,False
Tuesday 16 February 2021,5,18,31,36,45,8,"R29,887,306.49",Roll,27.0,31.0,14.042791745233567,5,45,40,135,143,2,4,2,4,0,False
Friday 12 February 2021,3,15,35,39,41,5,"R25,153,145.58",Roll,26.6,35.0,14.987995196156156,3,41,38,133,138,0,6,2,4,0,False
Tuesday 9 February 2021,4,7,15,30,32,10,"R20,130,253.64",Roll,17.6,15.0,11.534296684236972,4,32,28,88,98,3,3,3,3,1,False
Friday 5 February 2021,8,16,19,20,50,18,"R15,513,358.84",Roll,22.6,19.0,14.333178293735134,8,50,42,113,131,4,2,4,2,0,True
Tuesday 2 February 2021,6,13,22,34,49,10,"R10,291,251.18",Roll,24.8,22.0,15.302287410710859,6,49,43,124,134,3,3,3,3,0,False
Friday 29 January 2021,2,11,16,22,47,19,"R5,457,085.27",Roll,19.6,16.0,15.186836405255704,2,47,45,98,117,3,3,4,2,1,False
Tuesday 26 January 2021,4,8,12,15,19,17,"R13,456,151.40",Won,11.6,12.0,5.238320341483518,4,19,15,58,75,3,3,5,1,0,False
Friday 22 January 2021,11,14,36,37,44,19,"R8,561,701.01",Roll,28.4,36.0,13.305637902783918,11,44,33,142,161,3,3,2,4,0,True
Tuesday 19 January 2021,13,16,28,42,45,11,"R3,888,745.88",Roll,28.8,28.0,13.044539087296261,13,45,32,144,155,3,3,2,4,0,False
Friday 15 January 2021,24,31,40,45,48,20,"R60,421,872.97",Won,37.6,40.0,8.912911982062877,24,48,24,188,208,3,3,1,5,1,False
Tuesday 12 January 2021,11,13,28,36,37,15,"R54,906,108.36",Roll,25.0,28.0,11.081516141756055,11,37,26,125,140,2,4,2,4,0,True
Friday 8 January 2021,11,16,28,32,41,6,"R50,000,000",Roll,25.6,28.0,10.85541339608953,11,41,30,128,134,3,3,2,4,2,False
Tuesday 5 January 2021,4,17,42,46,48,14,"R41,353,226.88",Roll,31.4,42.0,17.658992043715294,4,48,44,157,171,4,2,2,4,0,False
Friday 1 January 2021,1,7,24,30,44,1,"R36,464,365.74",Roll,21.2,24.0,15.587174214718972,1,44,43,106,107,3,3,3,3,0,False
Tuesday 29 December 2020,15,17,24,28,30,19,"R32,792,589.38",Roll,22.8,24.0,5.912698199637793,15,30,15,114,133,3,3,3,3,2,False
Tuesday 22 December 2020,9,12,15,27,42,14,"R26,660,860.12",Roll,21.0,15.0,12.149074038789951,9,42,33,105,119,2,4,3,3,1,False
Friday 18 December 2020,20,22,24,28,47,14,"R22,153,804.62",Roll,28.2,24.0,9.765244492586962,20,47,27,141,155,4,2,3,3,0,False
Tuesday 15 December 2020,3,7,13,34,50,6,"R17,516,394.86",Roll,21.4,13.0,17.85049018934774,3,50,47,107,113,2,4,3,3,0,False
Friday 11 December 2020,13,18,25,36,49,19,"R13,372,509.47",Roll,28.2,25.0,12.952219886953742,13,49,36,141,160,2,4,3,3,1,False
Tuesday 8 December 2020,6,16,35,37,40,2,"R8,993,014.25",Roll,26.8,35.0,13.377593206552515,6,40,34,134,136,3,3,2,4,0,False
Friday 4 December 2020,13,15,24,30,50,9,"R4,702,791.46",Roll,26.4,24.0,13.305637902783918,13,50,37,132,141,3,3,3,3,0,False
Tuesday 1 December 2020,5,6,7,8,9,10,"R113,769,364.20",Won,7.0,7.0,1.4142135623730951,5,9,4,35,45,2,4,5,1,0,True
Friday 27 November 2020,13,29,34,36,49,18,"R107,005,263.15",Roll,32.2,34.0,11.651609330903607,13,49,36,161,179,2,4,1,5,0,False
Tuesday 24 November 2020,13,15,30,43,47,18,"R100,000,000",Roll,29.6,30.0,13.937001112147477,13,47,34,148,166,1,5,2,4,1,False
Friday 20 November 2020,7,10,13,22,50,12,"R85,984,620.44",Roll,20.4,13.0,15.628179676469042,7,50,43,102,114,3,3,4,2,1,False
Tuesday 17 November 2020,11,12,36,37,38,12,"R80,657,668.57",Roll,26.8,36.0,12.512393855693642,11,38,27,134,146,3,3,2,4,0,True
Friday 13 November 2020,1,11,16,19,24,19,"R75,641,014.88",Roll,14.2,16.0,7.833262411026456,1,24,23,71,90,2,4,5,1,1,False
Tuesday 10 November 2020,6,23,30,35,36,14,"R69,637,278.90",Roll,26.0,30.0,11.009087155618309,6,36,30,130,144,3,3,2,4,0,True
Friday 6 November 2020,6,9,33,40,44,11,"R64,613,781.37",Roll,26.4,33.0,15.856859714331838,6,44,38,132,143,3,3,2,4,1,False
Tuesday 3 November 2020,1,2,25,36,39,12,"R58,808,202.85",Roll,20.6,25.0,16.280049139974977,1,39,38,103,115,2,4,3,3,0,True
Friday 30 October 2020,4,27,36,46,49,16,"R53,352,433.13",Roll,32.4,36.0,16.181470884935027,4,49,45,162,178,3,3,1,5,1,False
Tuesday 27 October 2020,19,25,41,45,46,12,"R47,222,686.15",Roll,35.2,41.0,11.070682002478438,19,46,27,176,188,1,5,2,4,1,True
Friday 23 October 2020,3,6,36,41,43,17,"R41,535,110.87",Roll,25.8,36.0,17.565876010037186,3,43,40,129,146,2,4,2,4,1,False
Tuesday 20 October 2020,15,20,29,32,45,4,"R35,211,812.09",Roll,28.2,29.0,10.380751417888783,15,45,30,141,145,2,4,2,4,0,False
Friday 16 October 2020,1,7,18,37,48,13,"R29,942,011.34",Roll,22.2,18.0,17.79213309302738,1,48,47,111,124,2,4,3,3,0,False
Tuesday 13 October 2020,13,15,20,27,28,7,"R23,957,288.86",Roll,20.6,20.0,6.086049621881176,13,28,15,103,110,2,4,3,3,0,True
Friday 9 October 2020,8,21,38,41,50,4,"R18,817,065.61",Roll,31.6,38.0,15.081114017207083,8,50,42,158,162,3,3,2,4,0,False
Tuesday 6 October 2020,6,21,25,29,33,9,"R12,398,968.55",Roll,22.8,25.0,9.303762679690404,6,33,27,114,123,1,5,3,3,1,False
Friday 2 October 2020,8,10,23,41,50,9,"R6,433,386.04",Roll,26.4,23.0,16.668533228811707,8,50,42,132,141,3,3,3,3,0,False
Tuesday 29 September 2020,7,12,16,28,38,13,"R121,730,295.90",Won,20.2,16.0,11.285388783732706,7,38,31,101,114,4,2,3,3,0,False
Friday 25 September 2020,2,17,18,27,37,4,"R114,503,214.67",Roll,20.2,18.0,11.617228585166083,2,37,35,101,105,2,4,3,3,0,True
Tuesday 22 September 2020,3,10,28,31,41,7,"R106,905,906.90",Roll,22.6,28.0,14.008568806269967,3,41,38,113,120,2,4,2,4,0,False
Friday 18 September 2020,8,19,24,29,44,8,"R100,688,939.36",Roll,24.8,24.0,11.855800268223145,8,44,36,124,132,3,3,3,3,0,False
Tuesday 15 September 2020,3,18,32,40,46,7,"R93,460,060.62",Roll,27.8,32.0,15.54863338046145,3,46,43,139,146,4,2,2,4,0,False
Friday 11 September 2020,1,4,10,12,49,18,"R87,788,003.37",Roll,15.2,10.0,17.35972350010218,1,49,48,76,94,3,3,4,2,0,False
Tuesday 8 September 2020,12,13,14,36,50,6,"R80,910,023.52",Roll,25.0,14.0,15.362291495737216,12,50,38,125,131,4,2,3,3,1,True
Friday 4 September 2020,2,3,11,12,43,13,"R75,010,833.70",Roll,14.2,11.0,14.958609561052123,2,43,41,71,84,2,4,4,2,1,True
Tuesday 1 September 2020,16,21,22,36,39,5,"R68,371,685.86",Roll,26.8,22.0,9.019977827023745,16,39,23,134,139,3,3,3,3,0,True
Friday 28 August 2020,8,10,17,44,45,12,"R62,604,836.97",Roll,24.8,17.0,16.363373735266208,8,45,37,124,136,3,3,3,3,0,True
Tuesday 25 August 2020,7,20,32,34,48,1,"R56,073,369.19",Roll,28.2,32.0,13.833293172632466,7,48,41,141,142,4,2,2,4,0,False
Friday 21 August 2020,13,32,33,40,41,1,"R50,632,902.33",Roll,31.8,33.0,10.067770358922576,13,41,28,159,160,2,4,1,5,1,True
Tuesday 18 August 2020,6,22,30,39,49,2,"R44,861,970.61",Roll,29.2,30.0,14.688771221582831,6,49,43,146,148,3,3,2,4,0,False
Friday 14 August 2020,10,11,16,25,30,1,"R39,962,089.88",Roll,18.4,16.0,7.863841300535,10,30,20,92,93,3,3,4,2,1,True
Tuesday 11 August 2020,27,29,39,40,42,6,"R34,146,334.73",Roll,35.4,39.0,6.151422599691879,27,42,15,177,183,2,4,0,6,0,True
Friday 7 August 2020,11,30,42,45,48,12,"R29,591,792.38",Roll,35.2,42.0,13.555810562264435,11,48,37,176,188,3,3,1,5,1,False
Tuesday 4 August 2020,4,28,34,38,47,16,"R23,967,506.31",Roll,30.2,34.0,14.48309359218534,4,47,43,151,167,4,2,1,5,0,False
Friday 31 July 2020,6,18,30,46,48,11,"R18,661,639.48",Roll,29.6,30.0,16.119553343687908,6,48,42,148,159,5,1,2,4,0,False
Tuesday 28 July 2020,3,28,30,38,40,8,"R13,229,291.14",Roll,27.8,30.0,13.212115651930995,3,40,37,139,147,4,2,1,5,1,False
Friday 24 July 2020,4,6,11,27,34,10,"R8,760,752.79",Roll,16.4,11.0,11.943198901466893,4,34,30,82,92,3,3,3,3,0,False
Tuesday 21 July 2020,17,20,22,32,41,3,"R3,928,437.04",Roll,26.4,22.0,8.867919710958146,17,41,24,132,135,3,3,3,3,0,False
Friday 17 July 2020,12,15,24,30,38,6,"R31,437,679.10",Won,23.8,24.0,9.558242516278815,12,38,26,119,125,4,2,3,3,0,False
Tuesday 14 July 2020,20,21,28,48,49,3,"R26,468,816.15",Roll,33.2,28.0,12.796874618437112,20,49,29,166,169,3,3,2,4,0,True
Friday 10 July 2020,11,16,44,46,50,1,"R22,045,917.75",Roll,33.4,44.0,16.438978070427613,11,50,39,167,168,4,2,2,4,0,False
Tuesday 7 July 2020,2,7,13,20,45,18,"R14,152,306.45",Roll,17.4,13.0,15.054567413247051,2,45,43,87,105,2,4,4,2,0,False
Friday 3 July 2020,2,7,15,25,41,1,"R7,232,687",Roll,18.0,15.0,13.885243966167826,2,41,39,90,91,1,5,4,2,2,False
Tuesday 30 June 2020,2,11,27,36,39,3,"R77,474,036.40",Won,23.0,27.0,14.324803663575986,2,39,37,115,118,2,4,2,4,1,False
Friday 26 June 2020,11,20,21,34,50,7,"R70,472,726.93",Roll,27.2,21.0,13.555810562264433,11,50,39,136,143,3,3,3,3,1,True
Tuesday 23 June 2020,2,7,16,36,47,18,"R63,527,507.04",Roll,21.6,16.0,17.211623979160134,2,47,45,108,126,3,3,3,3,0,False
Friday 19 June 2020,21,28,29,33,48,7,"R57,844,583.11",Roll,31.8,29.0,8.97552226892675,21,48,27,159,166,2,4,1,5,0,True
Tuesday 16 June 2020,4,26,27,29,41,15,"R52,197,282.63",Roll,25.4,27.0,11.976643937263894,4,41,37,127,142,2,4,1,5,1,True
Friday 12 June 2020,9,27,38,43,48,15,"R46,976,853.54",Roll,33.0,38.0,13.870832707519762,9,48,39,165,180,2,4,1,5,1,False
Tuesday 9 June 2020,5,37,43,49,50,3,"R41,082,668.72",Roll,36.8,43.0,16.569852141766383,5,50,45,184,187,1,5,1,5,1,True
Friday 5 June 2020,14,23,28,40,48,3,"R35,914,665.42",Roll,30.6,28.0,12.092973166264779,14,48,34,153,156,4,2,2,4,0,False
Tuesday 2 June 2020,5,15,29,41,46,14,"R30,872,007.27",Roll,27.2,29.0,15.419468213917108,5,46,41,136,150,1,5,2,4,0,False
Friday 29 May 2020,4,27,30,34,45,20,"R26,938,676.60",Roll,28.0,30.0,13.461054936371072,4,45,41,140,160,3,3,1,5,0,False
Tuesday 26 May 2020,15,25,34,39,42,4,"R23,662,984.71",Roll,31.0,34.0,9.85900603509299,15,42,27,155,159,2,4,2,4,1,False
Friday 22 May 2020,9,10,24,41,45,15,"R20,642,429.79",Roll,25.8,24.0,15.065191668213185,9,45,36,129,144,2,4,3,3,0,True
Tuesday 19 May 2020,9,15,19,36,44,10,"R17,435,467.50",Roll,24.6,19.0,13.215142829345433,9,44,35,123,133,2,4,3,3,1,False
Friday 15 May 2020,5,7,13,19,47,4,"R14,772,885.74",Roll,18.2,13.0,15.210522673465235,5,47,42,91,95,0,6,4,2,1,False
Tuesday 12 May 2020,6,22,34,44,45,11,"R11,805,095.96",Roll,30.2,34.0,14.675149062275315,6,45,39,151,162,4,2,2,4,0,True
Friday 8 May 2020,12,21,30,35,45,18,"R9,088,381.70",Roll,28.6,30.0,11.359577456930342,12,45,33,143,161,2,4,2,4,1,False
Tuesday 5 May 2020,6,22,41,46,49,3,"R6,012,002.14",Roll,32.8,41.0,16.363373735266208,6,49,43,164,167,3,3,2,4,0,False
Friday 1 May 2020,12,20,43,48,49,6,"R3,226,164.30",Roll,34.4,43.0,15.370100845472681,12,49,37,172,178,3,3,2,4,1,True
Tuesday 28 April 2020,6,12,32,36,45,4,"R135,366,753",Won,26.2,32.0,14.783774890061062,6,45,39,131,135,4,2,2,4,1,False
Friday 24 April 2020,10,12,22,42,50,18,"R131,289,990.76",Roll,27.2,22.0,16.079800993793427,10,50,40,136,154,5,1,3,3,1,False
Tuesday 21 April 2020,8,13,21,46,50,13,"R123,616,406.49",Roll,27.6,21.0,17.21162397916013,8,50,42,138,151,3,3,3,3,1,False
Friday 17 April 2020,16,19,20,23,25,10,"R117,170,214.61",Roll,20.6,20.0,3.1368774282716245,16,25,9,103,113,2,4,5,1,0,True
Tuesday 14 April 2020,6,11,25,31,46,9,"R110,401,243.70",Roll,23.8,25.0,14.330387294138285,6,46,40,119,128,2,4,3,3,1,False
Friday 10 April 2020,7,14,22,24,41,16,"R104,603,905.93",Roll,21.6,22.0,11.42978564978364,7,41,34,108,124,3,3,4,2,0,False
Tuesday 7 April 2020,4,13,32,34,42,9,"R98,845,530.35",Roll,25.0,32.0,14.170391667134682,4,42,38,125,134,4,2,2,4,0,False
Friday 3 April 2020,9,10,29,32,45,9,"R92,834,854.21",Roll,25.0,29.0,13.754999091239519,9,45,36,125,134,2,4,2,4,1,True
Tuesday 31 March 2020,14,20,28,43,49,5,"R86,964,111.29",Roll,30.8,28.0,13.317657451669193,14,49,35,154,159,3,3,2,4,0,False
Friday 27 March 2020,3,8,18,38,45,3,"R81,745,764.63",Roll,22.4,18.0,16.475436261295176,3,45,42,112,115,3,3,3,3,0,False
Tuesday 24 March 2020,4,12,41,45,46,5,"R77,090,002.56",Roll,29.6,41.0,17.89525076661403,4,46,42,148,153,3,3,2,4,1,True
Friday 20 March 2020,4,9,16,21,36,14,"R71,756,708.34",Roll,17.2,16.0,11.05260150371848,4,36,32,86,100,3,3,4,2,1,False
Tuesday 17 March 2020,16,29,34,38,49,14,"R65,291,063.17",Roll,33.2,34.0,10.833282051160673,16,49,33,166,180,3,3,1,5,1,False
