Draw Date,b1,b2,b3,b4,b5,b6,Jackpot,Outcome,mean,median,std,min,max,range,sum_without_bonus,sum_with_bonus,even_count,odd_count,low_range_count,high_range_count,prev_common_count,has_consecutive
Friday 13 October 2017,5,8,25,30,32,17,"R7,385,836.85",Roll,20.0,25.0,11.29601699715435,5,32,27,100,117,3,3,3,3,0,False
Tuesday 10 October 2017,13,15,25,29,39,14,"R4,751,800.74",Roll,24.2,25.0,9.516301802696255,13,39,26,121,135,0,6,3,3,1,False
Friday 6 October 2017,18,22,23,31,38,17,"R2,608,171.06",Roll,26.4,23.0,7.172168430816443,18,38,20,132,149,3,3,3,3,0,True
Tuesday 3 October 2017,7,26,35,36,39,14,"R13,019,619.60",Won,28.6,35.0,11.637869220780924,7,39,32,143,157,2,4,1,5,0,True
Friday 29 September 2017,26,28,32,39,42,9,"R10,435,862.91",Roll,33.4,32.0,6.1838499334961226,26,42,16,167,176,4,2,0,6,2,False
Tuesday 26 September 2017,9,17,33,42,45,13,"R7,662,027.37",Roll,29.2,33.0,14.034243834279065,9,45,36,146,159,1,5,2,4,1,False
Friday 22 September 2017,4,12,28,30,39,3,"R5,516,383.44",Roll,22.6,28.0,12.737346662472527,4,39,35,113,116,4,2,2,4,0,False
Tuesday 19 September 2017,15,22,25,36,39,19,"R2,655,177",Roll,27.4,25.0,8.912911982062878,15,39,24,137,156,2,4,3,3,1,False
Friday 15 September 2017,11,16,24,28,44,6,"R8,757,520",Won,24.6,24.0,11.377170122662314,11,44,33,123,129,4,2,3,3,0,False
Tuesday 12 September 2017,2,3,11,29,41,15,"R5,670,504.06",Roll,17.2,11.0,15.341447128612085,2,41,39,86,101,1,5,3,3,1,True
Friday 8 September 2017,6,7,34,39,42,12,"R2,948,499.21",Roll,25.6,34.0,15.80632784678339,6,42,36,128,140,3,3,2,4,0,True
Tuesday 5 September 2017,2,13,14,15,32,6,"R2,925,153.30",Won,15.2,14.0,9.620810776644554,2,32,30,76,82,3,3,4,2,0,True
Friday 1 September 2017,11,13,31,39,41,15,"R3,314,549.20",Won,27.0,31.0,12.712198865656562,11,41,30,135,150,0,6,2,4,1,False
Tuesday 29 August 2017,12,13,17,19,34,11,"R24,571,441.80",Won,19.0,17.0,7.92464510246358,12,34,22,95,106,2,4,4,2,1,True
Friday 25 August 2017,2,15,23,28,32,2,"R21,550,258.73",Roll,20.0,23.0,10.639548862616309,2,32,30,100,102,3,3,3,3,0,False
Tuesday 22 August 2017,15,19,31,36,44,9,"R18,182,777.99",Roll,29.0,31.0,10.714476188783099,15,44,29,145,154,2,4,2,4,1,False
Friday 18 August 2017,13,23,30,34,40,11,"R15,958,956.68",Roll,28.0,30.0,9.316651759081692,13,40,27,140,151,3,3,2,4,0,False
Tuesday 15 August 2017,4,17,27,34,35,5,"R13,418,214.13",Roll,23.4,27.0,11.637869220780924,4,35,31,117,122,2,4,2,4,1,True
Friday 11 August 2017,11,28,31,32,41,18,"R10,975,395.15",Roll,28.6,31.0,9.810198774744578,11,41,30,143,161,2,4,1,5,0,True
Tuesday 8 August 2017,3,5,12,14,22,9,"R8,273,002.80",Roll,11.2,12.0,6.794115100585212,3,22,19,56,65,3,3,5,1,0,False
Friday 4 August 2017,15,17,24,25,28,17,"R5,855,562.97",Roll,21.8,24.0,4.955804677345547,15,28,13,109,126,2,4,4,2,0,True
Tuesday 1 August 2017,5,18,36,40,42,5,"R2,854,748.51",Roll,28.2,36.0,14.372195378577345,5,42,37,141,146,4,2,2,4,0,False
Friday 28 July 2017,7,28,30,35,39,1,"R41,030,555.60",Won,27.8,30.0,11.08873302050329,7,39,32,139,140,2,4,1,5,0,False
Tuesday 25 July 2017,12,18,22,29,44,6,"R36,197,978",Roll,25.0,22.0,10.99090533122727,12,44,32,125,131,4,2,3,3,0,False
Friday 21 July 2017,7,20,29,40,43,6,"R32,594,115.05",Roll,27.8,29.0,13.22724461102916,7,43,36,139,145,2,4,2,4,1,False
Tuesday 18 July 2017,23,25,30,40,43,20,"R28,942,644.31",Roll,32.2,30.0,7.984985911070852,23,43,20,161,181,2,4,2,4,2,False
Friday 14 July 2017,21,28,29,31,35,8,"R26,061,832.72",Roll,28.8,29.0,4.578209256903839,21,35,14,144,152,1,5,1,5,0,True
Tuesday 11 July 2017,2,15,19,27,34,19,"R22,825,808.86",Roll,19.4,19.0,10.892199043352083,2,34,32,97,116,2,4,3,3,0,False
Friday 7 July 2017,9,16,18,32,43,2,"R19,973,253.88",Roll,23.6,18.0,12.240914998479484,9,43,34,118,120,3,3,3,3,0,False
Tuesday 4 July 2017,5,7,10,15,30,5,"R16,672,589.44",Roll,13.4,10.0,8.957678270623477,5,30,25,67,72,2,4,4,2,0,False
Friday 30 June 2017,4,5,10,23,28,3,"R13,843,586.65",Roll,14.0,10.0,9.736529155710468,4,28,24,70,73,3,3,4,2,2,True
Tuesday 27 June 2017,26,27,30,32,45,16,"R10,365,692.37",Roll,32.0,30.0,6.841052550594828,26,45,19,160,176,3,3,0,6,0,True
Friday 23 June 2017,14,20,33,44,45,19,"R7,654,562.59",Roll,31.2,33.0,12.480384609458156,14,45,31,156,175,3,3,2,4,1,True
Tuesday 20 June 2017,14,21,28,38,40,18,"R4,822,003.70",Roll,28.2,28.0,9.88736567544662,14,40,26,141,159,4,2,2,4,1,False
Friday 16 June 2017,4,7,25,28,33,14,"R2,432,125.52",Roll,19.4,25.0,11.672189169131899,4,33,29,97,111,2,4,3,3,1,False
Tuesday 13 June 2017,13,18,32,36,45,14,"R30,859,278.60",Won,28.8,32.0,11.754148203932091,13,45,32,144,158,3,3,2,4,0,False
Friday 9 June 2017,11,12,17,19,35,1,"R28,039,905.58",Roll,18.8,17.0,8.634813257969162,11,35,24,94,95,1,5,4,2,0,True
Tuesday 6 June 2017,1,27,28,32,43,12,"R24,709,647.13",Roll,26.2,28.0,13.818827736099758,1,43,42,131,143,2,4,1,5,0,True
Friday 2 June 2017,7,11,16,38,45,20,"R21,714,413.63",Roll,23.4,16.0,15.21315220458929,7,45,38,117,137,2,4,3,3,0,False
Tuesday 30 May 2017,12,14,25,26,39,2,"R18,422,941.76",Roll,23.2,25.0,9.703607576566563,12,39,27,116,118,3,3,3,3,0,True
Friday 26 May 2017,13,26,29,31,37,7,"R15,590,618.87",Roll,27.2,29.0,7.95989949685296,13,37,24,136,143,1,5,1,5,1,False
Tuesday 23 May 2017,4,7,15,22,26,4,"R12,660,536.31",Roll,14.8,15.0,8.423775875461075,4,26,22,74,78,3,3,4,2,1,False
Friday 19 May 2017,1,2,9,17,37,7,"R10,272,162.29",Roll,13.2,9.0,13.212115651930995,1,37,36,66,73,1,5,4,2,0,True
Tuesday 16 May 2017,9,20,30,36,38,13,"R7,683,881.86",Roll,26.6,30.0,10.8,9,38,29,133,146,4,2,2,4,1,False
Friday 12 May 2017,1,3,15,30,37,5,"R5,288,210.51",Roll,17.2,15.0,14.316424134538623,1,37,36,86,91,1,5,3,3,1,False
Tuesday 9 May 2017,18,19,23,37,43,14,"R2,604,192.55",Roll,28.0,23.0,10.119288512538814,18,43,25,140,154,1,5,3,3,1,True
Friday 5 May 2017,8,9,21,24,26,4,"R11,685,602.10",Won,17.6,21.0,7.605261336732618,8,26,18,88,92,3,3,4,2,0,True
Tuesday 2 May 2017,2,10,12,27,32,13,"R8,383,129.25",Roll,16.6,12.0,11.16422858956229,2,32,30,83,96,4,2,3,3,0,False
Friday 28 April 2017,8,23,24,40,44,7,"R5,711,134.95",Roll,27.8,24.0,12.967652061957862,8,44,36,139,146,4,2,3,3,0,True
Tuesday 25 April 2017,2,19,25,30,32,13,"R2,770,549.08",Roll,21.6,25.0,10.781465577554844,2,32,30,108,121,3,3,3,3,0,False
Friday 21 April 2017,3,7,11,29,40,18,"R32,259,432.10",Won,18.0,11.0,14.142135623730951,3,40,37,90,108,1,5,3,3,0,False
Tuesday 18 April 2017,2,5,21,24,25,1,"R28,169,680.83",Roll,15.4,21.0,9.850888284819801,2,25,23,77,78,2,4,5,1,0,True
Friday 14 April 2017,13,17,20,33,42,4,"R24,107,855.58",Roll,25.0,20.0,10.825894882179487,13,42,29,125,129,2,4,3,3,0,False
Tuesday 11 April 2017,14,18,24,27,38,18,"R20,137,388.25",Roll,24.2,24.0,8.255906976220118,14,38,24,121,139,4,2,3,3,0,False
Friday 7 April 2017,20,21,24,34,43,20,"R15,551,281.30",Roll,28.4,24.0,8.822698000045111,20,43,23,142,162,3,3,3,3,1,True
Tuesday 4 April 2017,10,19,28,33,34,1,"R10,072,935.64",Roll,24.8,28.0,9.108238029388561,10,34,24,124,125,3,3,2,4,1,True
Friday 31 March 2017,9,11,20,22,36,13,"R5,143,915.38",Roll,19.6,20.0,9.604165762834375,9,36,27,98,111,3,3,4,2,0,False
Tuesday 28 March 2017,2,6,7,22,27,3,"R4,665,459.30",Won,12.8,7.0,9.826494797230598,2,27,25,64,67,3,3,4,2,1,True
Friday 24 March 2017,1,3,5,13,15,11,"R30,562,981.60",Won,7.4,5.0,5.571355310873648,1,15,14,37,48,0,6,5,1,0,False
Tuesday 21 March 2017,7,9,10,33,34,14,"R25,807,389.08",Roll,18.6,10.0,12.208193969625484,7,34,27,93,107,2,4,3,3,0,True
Friday 17 March 2017,6,15,20,31,37,8,"R22,613,613.22",Roll,21.8,20.0,11.08873302050329,6,37,31,109,117,2,4,3,3,0,False
Tuesday 14 March 2017,11,19,31,33,36,10,"R18,693,283.08",Roll,26.0,31.0,9.465727652959385,11,36,25,130,140,1,5,2,4,1,False
Friday 10 March 2017,11,20,24,28,33,2,"R15,282,392",Roll,23.2,24.0,7.467261881037788,11,33,22,116,118,3,3,3,3,2,False
Tuesday 7 March 2017,6,10,14,35,44,5,"R11,251,326.35",Roll,21.8,14.0,14.945233353815523,6,44,38,109,114,4,2,3,3,0,False
Friday 3 March 2017,1,19,24,34,41,16,"R7,715,442.58",Roll,23.8,24.0,13.731715115017497,1,41,40,119,135,2,4,3,3,0,False
Tuesday 28 February 2017,9,15,20,42,45,5,"R3,564,622.30",Roll,26.2,20.0,14.579437574886077,9,45,36,131,136,2,4,3,3,0,False
Friday 24 February 2017,6,9,20,30,38,11,"R9,460,074.70",Won,20.6,20.0,12.15894732285653,6,38,32,103,114,4,2,3,3,2,False
Tuesday 21 February 2017,9,11,14,29,37,5,"R5,918,540.70",Roll,20.0,14.0,11.027239001672177,9,37,28,100,105,1,5,3,3,1,False
Friday 17 February 2017,9,20,23,39,42,6,"R3,253,095.05",Roll,26.6,23.0,12.306096050332128,9,42,33,133,139,2,4,3,3,1,False
Tuesday 14 February 2017,5,12,14,39,42,17,"R8,028,626.10",Roll,22.4,14.0,15.107613974417006,5,42,37,112,129,3,3,3,3,2,False
Friday 10 February 2017,1,12,21,24,42,5,"R5,038,568.80",Roll,20.0,21.0,13.6088206689632,1,42,41,100,105,3,3,4,2,2,False
Tuesday 7 February 2017,7,16,18,30,39,2,"R2,430,092.19",Roll,22.0,18.0,11.224972160321824,7,39,32,110,112,3,3,3,3,0,False
Friday 3 February 2017,20,22,37,39,43,17,"R2,927,709.50",Won,32.2,37.0,9.368030742904295,20,43,23,161,178,2,4,2,4,1,False
Tuesday 31 January 2017,2,9,31,40,45,3,"R2,597,449.60",Won,25.4,31.0,17.00117642988273,2,45,43,127,130,2,4,2,4,0,False
Friday 27 January 2017,4,5,16,28,30,10,"R5,454,151.40",Won,16.6,16.0,10.983624174196786,4,30,26,83,93,4,2,3,3,0,True
Tuesday 24 January 2017,7,19,33,35,39,5,"R2,417,562.23",Roll,26.6,33.0,11.892854997854805,7,39,32,133,138,0,6,2,4,0,False
Friday 20 January 2017,5,7,17,23,41,6,"R35,166,667.30",Won,18.6,17.0,12.986146464598342,5,41,36,93,99,0,6,4,2,1,False
Tuesday 17 January 2017,12,29,35,36,41,10,"R30,973,817.17",Roll,30.6,35.0,10.05186549850325,12,41,29,153,163,2,4,1,5,1,True
Friday 13 January 2017,14,20,21,26,38,18,"R27,585,224.80",Roll,23.8,21.0,8.059776671843954,14,38,24,119,137,4,2,3,3,0,True
Tuesday 10 January 2017,6,20,25,28,31,10,"R23,654,977.49",Roll,22.0,25.0,8.78635305459552,6,31,25,110,120,3,3,3,3,1,False
Friday 6 January 2017,11,14,30,40,42,9,"R20,999,991.89",Roll,27.4,30.0,12.86234815265082,11,42,31,137,146,4,2,2,4,0,False
Tuesday 3 January 2017,6,16,26,29,31,8,"R18,003,173.70",Roll,21.6,26.0,9.350935782048769,6,31,25,108,116,3,3,2,4,0,False
Friday 30 December 2016,14,31,33,42,44,15,"R15,632,109.68",Roll,32.8,33.0,10.647065323364933,14,44,30,164,179,3,3,1,5,1,False
Tuesday 27 December 2016,8,16,20,21,36,4,"R12,644,894.44",Roll,20.2,20.0,9.130169768410662,8,36,28,101,105,4,2,4,2,0,True
Friday 23 December 2016,1,4,6,11,16,2,"R10,615,653.23",Roll,7.6,6.0,5.314132102234569,1,16,15,38,40,3,3,5,1,1,False
Tuesday 20 December 2016,1,9,17,20,23,12,"R7,581,323.01",Roll,14.0,17.0,8.0,1,23,22,70,82,1,5,5,1,1,False
Friday 16 December 2016,8,15,26,28,35,10,"R4,976,036.19",Roll,22.4,26.0,9.645724441429996,8,35,27,112,122,3,3,2,4,0,False
Tuesday 13 December 2016,7,8,23,26,33,16,"R2,488,247.21",Roll,19.4,23.0,10.248902380255165,7,33,26,97,113,2,4,3,3,2,True
Friday 9 December 2016,1,2,8,10,14,9,"R8,446,048.80",Won,7.0,8.0,4.898979485566356,1,14,13,35,44,4,2,5,1,1,True
Tuesday 6 December 2016,1,24,29,33,38,20,"R5,648,286.57",Roll,25.0,29.0,12.853015210447703,1,38,37,125,145,2,4,2,4,1,False
Friday 2 December 2016,1,11,24,28,42,9,"R3,033,004.36",Roll,21.2,24.0,14.133647795243801,1,42,41,106,115,3,3,3,3,2,False
Tuesday 29 November 2016,4,9,22,31,41,12,"R14,615,519.10",Won,21.4,22.0,13.661625086350453,4,41,37,107,119,2,4,3,3,0,False
Friday 25 November 2016,5,21,22,28,33,18,"R10,933,112.85",Roll,21.8,22.0,9.453041838477178,5,33,28,109,127,2,4,3,3,1,True
Tuesday 22 November 2016,17,18,19,25,36,13,"R7,690,546.86",Roll,23.0,19.0,7.0710678118654755,17,36,19,115,128,2,4,4,2,0,True
Friday 18 November 2016,2,7,12,18,21,10,"R5,317,820.34",Roll,12.0,12.0,6.957010852370434,2,21,19,60,70,3,3,5,1,1,False
Tuesday 15 November 2016,11,17,23,42,45,13,"R2,482,700.78",Roll,27.6,23.0,13.558761005342634,11,45,34,138,151,1,5,3,3,0,False
Friday 11 November 2016,1,3,20,35,36,12,"R57,782,113.30",Won,19.0,20.0,15.006665185843255,1,36,35,95,107,2,4,3,3,0,True
Tuesday 8 November 2016,5,30,40,43,44,2,"R53,047,669.96",Roll,32.4,40.0,14.56845908117945,5,44,39,162,164,3,3,1,5,0,True
Friday 4 November 2016,5,14,23,31,36,19,"R48,817,714.27",Roll,21.8,23.0,11.232096865679177,5,36,31,109,128,2,4,3,3,1,False
Tuesday 1 November 2016,24,25,26,37,44,12,"R43,940,234.01",Roll,31.2,26.0,7.934733769950949,24,44,20,156,168,3,3,2,4,0,True
Friday 28 October 2016,9,10,18,25,36,3,"R39,799,413.61",Roll,19.6,18.0,10.05186549850325,9,36,27,98,101,3,3,4,2,1,True
Tuesday 25 October 2016,8,24,27,30,43,14,"R35,487,673.02",Roll,26.4,27.0,11.253443917308159,8,43,35,132,146,3,3,2,4,0,False
Friday 21 October 2016,8,15,20,22,29,19,"R31,764,976.60",Roll,18.8,20.0,7.025667228100119,8,29,21,94,113,3,3,4,2,1,False
Tuesday 18 October 2016,7,19,35,41,44,16,"R27,922,490.57",Roll,29.2,35.0,14.062716664997556,7,44,37,146,162,1,5,2,4,0,False
Friday 14 October 2016,4,12,31,38,40,3,"R24,733,795.11",Roll,25.0,31.0,14.422205101855956,4,40,36,125,128,4,2,2,4,0,False
Tuesday 11 October 2016,15,23,24,26,36,19,"R21,128,906.26",Roll,24.8,24.0,6.734983296193095,15,36,21,124,143,3,3,3,3,0,True
Friday 7 October 2016,2,14,24,34,45,7,"R18,044,209.12",Roll,23.8,24.0,14.99866660740214,2,45,43,119,126,4,2,3,3,1,False
Tuesday 4 October 2016,4,16,18,25,30,6,"R15,018,041.76",Roll,18.6,18.0,8.845337754998393,4,30,26,93,99,4,2,4,2,0,False
Friday 30 September 2016,5,15,16,25,36,16,"R11,936,499.58",Roll,19.4,16.0,10.44222198576529,5,36,31,97,113,2,4,4,2,2,True
Tuesday 27 September 2016,3,11,34,37,45,15,"R8,494,232.03",Roll,26.0,34.0,16.1245154965971,3,45,42,130,145,1,5,2,4,0,False
Friday 23 September 2016,3,11,30,32,37,3,"R5,623,726.10",Roll,22.6,30.0,13.184839779079608,3,37,34,113,116,2,4,2,4,3,False
Tuesday 20 September 2016,2,18,29,32,44,20,"R2,583,659.17",Roll,25.0,29.0,14.170391667134682,2,44,42,125,145,4,2,2,4,1,False
Friday 16 September 2016,1,12,33,34,37,16,"R62,996,195.50",Won,23.4,33.0,14.291256067959877,1,37,36,117,133,2,4,2,4,0,True
Tuesday 13 September 2016,1,5,16,21,40,2,"R57,311,221.37",Roll,16.6,16.0,13.74918179383777,1,40,39,83,85,2,4,4,2,1,False
Friday 9 September 2016,2,18,35,37,41,15,"R52,590,504.08",Roll,26.6,35.0,14.595889832415152,2,41,39,133,148,2,4,2,4,0,False
Tuesday 6 September 2016,4,18,39,43,44,12,"R47,437,328.49",Roll,29.6,39.0,15.90723106011854,4,44,40,148,160,3,3,2,4,1,True
Friday 2 September 2016,20,23,30,38,41,10,"R43,182,906.06",Roll,30.4,30.0,8.16333265278342,20,41,21,152,162,3,3,2,4,0,False
Tuesday 30 August 2016,4,9,14,18,34,10,"R38,422,399.31",Roll,15.8,14.0,10.244998779892558,4,34,30,79,89,4,2,4,2,0,False
Friday 26 August 2016,2,12,14,32,42,8,"R34,402,768.45",Roll,20.4,14.0,14.499655168313485,2,42,40,102,110,5,1,3,3,1,False
Tuesday 23 August 2016,9,13,19,26,43,8,"R30,000,000",Roll,22.0,19.0,11.966620241321273,9,43,34,110,118,1,5,3,3,0,False
Friday 19 August 2016,6,18,32,33,36,4,"R22,910,098.09",Roll,25.0,32.0,11.349008767288886,6,36,30,125,129,4,2,2,4,0,True
Tuesday 16 August 2016,7,8,16,30,44,14,"R19,192,246.60",Roll,21.0,16.0,14.142135623730951,7,44,37,105,119,4,2,3,3,0,True
Friday 12 August 2016,10,15,35,38,39,13,"R16,231,470.96",Roll,27.4,35.0,12.338557452149743,10,39,29,137,150,2,4,2,4,0,True
Tuesday 9 August 2016,5,13,17,24,36,18,"R13,056,537.68",Roll,19.0,17.0,10.488088481701515,5,36,31,95,113,2,4,4,2,0,False
Friday 5 August 2016,3,21,34,37,40,20,"R10,444,541.29",Roll,27.0,34.0,13.638181696985855,3,40,37,135,155,2,4,2,4,0,False
Tuesday 2 August 2016,8,11,14,30,42,8,"R7,134,239.88",Roll,21.0,14.0,12.96148139681572,8,42,34,105,113,4,2,3,3,0,False
Friday 29 July 2016,4,12,31,41,42,19,"R3,982,869.68",Roll,26.0,31.0,15.401298646542765,4,42,38,130,149,3,3,2,4,1,True
Tuesday 26 July 2016,1,6,16,22,25,13,"R3,114,397.40",Won,14.0,16.0,9.186947262284681,1,25,24,70,83,3,3,5,1,0,False
Friday 22 July 2016,1,7,16,28,35,3,"R87,624,435",Won,17.4,16.0,12.658593918757328,1,35,34,87,90,2,4,3,3,2,False
Tuesday 19 July 2016,2,31,34,38,39,5,"R78,414,356.79",Roll,28.8,34.0,13.70255450636851,2,39,37,144,149,3,3,1,5,0,True
Friday 15 July 2016,2,14,31,34,37,12,"R71,010,600.78",Roll,23.6,31.0,13.425349157470729,2,37,35,118,130,3,3,2,4,3,False
Tuesday 12 July 2016,4,12,23,31,41,5,"R63,240,757.15",Roll,22.2,23.0,13.166624472506232,4,41,37,111,116,2,4,3,3,1,False
Friday 8 July 2016,1,12,26,36,37,3,"R57,081,520.67",Roll,22.4,26.0,13.979985693841035,1,37,36,112,115,3,3,2,4,1,True
Tuesday 5 July 2016,9,17,19,29,42,15,"R51,271,198.10",Roll,23.2,19.0,11.356055653262711,9,42,33,116,131,1,5,3,3,0,False
Friday 1 July 2016,17,20,22,27,41,18,"R46,322,731.98",Roll,25.4,22.0,8.452218643646175,17,41,24,127,145,2,4,3,3,1,False
Tuesday 28 June 2016,4,5,7,10,34,16,"R41,426,975.13",Roll,12.0,7.0,11.189280584559492,4,34,30,60,76,3,3,4,2,0,True
Friday 24 June 2016,1,7,9,21,43,9,"R37,345,121.43",Roll,16.2,9.0,14.891608375189028,1,43,42,81,90,0,6,4,2,1,False
Tuesday 21 June 2016,3,13,22,26,43,18,"R33,387,306.20",Roll,21.4,22.0,13.395521639712282,3,43,40,107,125,2,4,3,3,1,False
Friday 17 June 2016,7,9,23,39,45,10,"R30,428,840.93",Roll,24.6,23.0,15.357083056361976,7,45,38,123,133,0,6,3,3,0,False
Tuesday 14 June 2016,20,24,40,44,45,17,"R27,275,311.06",Roll,34.6,40.0,10.49952379872535,20,45,25,173,190,4,2,2,4,1,True
Friday 10 June 2016,3,6,17,21,27,10,"R24,430,394.70",Roll,14.8,17.0,9.042123644365851,3,27,24,74,84,1,5,4,2,0,False
Tuesday 7 June 2016,3,4,11,23,37,17,"R21,073,408.56",Roll,15.6,11.0,12.86234815265082,3,37,34,78,95,1,5,4,2,1,True
Friday 3 June 2016,7,14,20,37,43,12,"R17,730,002.89",Roll,24.2,20.0,13.67333170810977,7,43,36,121,133,2,4,3,3,1,False
Tuesday 31 May 2016,3,28,38,39,42,16,"R14,225,489.75",Roll,30.0,38.0,14.296852800529214,3,42,39,150,166,3,3,1,5,0,True
Friday 27 May 2016,7,15,24,28,29,2,"R10,909,440.74",Roll,20.6,24.0,8.404760555780278,7,29,22,103,105,2,4,3,3,1,True
Tuesday 24 May 2016,8,12,23,24,31,15,"R7,732,372.42",Roll,19.6,23.0,8.404760555780278,8,31,23,98,113,3,3,4,2,1,True
Friday 20 May 2016,21,29,32,36,43,3,"R5,316,248.22",Roll,32.2,32.0,7.30479294709987,21,43,22,161,164,2,4,1,5,0,False
Tuesday 17 May 2016,8,15,17,24,30,18,"R2,584,880.50",Roll,18.8,17.0,7.573638491504595,8,30,22,94,112,3,3,4,2,0,False
Friday 13 May 2016,3,5,23,29,37,20,"R3,065,945.80",Won,19.4,23.0,13.35065541462291,3,37,34,97,117,0,6,3,3,0,False
Tuesday 10 May 2016,5,20,26,27,33,18,"R28,013,570.30",Won,22.2,26.0,9.53729521405309,5,33,28,111,129,2,4,2,4,1,True
Friday 6 May 2016,3,13,24,41,44,5,"R24,470,209.35",Roll,25.0,24.0,15.786069808536892,3,44,41,125,130,2,4,3,3,0,False
Tuesday 3 May 2016,1,15,23,32,41,11,"R20,761,393.60",Roll,22.4,23.0,13.792751719653335,1,41,40,112,123,1,5,3,3,1,False
Friday 29 April 2016,3,11,22,35,41,9,"R17,801,150.08",Roll,22.4,22.0,14.221111067704943,3,41,38,112,121,1,5,3,3,1,False
Tuesday 26 April 2016,1,3,16,19,31,13,"R14,334,412.85",Roll,14.0,16.0,11.027239001672177,1,31,30,70,83,1,5,4,2,1,False
Friday 22 April 2016,1,4,12,18,29,16,"R10,657,758.98",Roll,12.8,12.0,10.067770358922575,1,29,28,64,80,3,3,4,2,1,False
Tuesday 19 April 2016,10,11,12,32,33,17,"R6,804,669.40",Roll,19.6,12.0,10.55651457631732,10,33,23,98,115,3,3,3,3,1,True
Friday 15 April 2016,20,29,33,37,38,6,"R3,663,154.48",Roll,31.4,33.0,6.529931086925803,20,38,18,157,163,2,4,1,5,1,True
Tuesday 12 April 2016,2,16,18,20,24,16,"R21,476,916.60",Won,16.0,18.0,7.483314773547883,2,24,22,80,96,5,1,5,1,1,False
Friday 8 April 2016,24,28,34,35,43,13,"R17,824,848.17",Roll,32.8,34.0,6.493073232299171,24,43,19,164,177,3,3,1,5,1,True
Tuesday 5 April 2016,4,24,27,36,40,8,"R14,255,465.79",Roll,26.2,27.0,12.528367810692659,4,40,36,131,139,4,2,2,4,1,False
Friday 1 April 2016,11,15,31,37,43,11,"R10,967,240.97",Roll,27.4,31.0,12.419339757008018,11,43,32,137,148,0,6,2,4,0,False
Tuesday 29 March 2016,4,28,37,40,45,14,"R7,291,180.17",Roll,30.8,37.0,14.496896219536097,4,45,41,154,168,3,3,1,5,1,False
Friday 25 March 2016,1,7,12,21,33,2,"R4,710,153.27",Roll,14.8,12.0,11.214276615100948,1,33,32,74,76,1,5,4,2,0,False
Tuesday 22 March 2016,11,13,23,42,43,4,"R2,344,820.39",Roll,26.4,23.0,13.763720427268202,11,43,32,132,136,1,5,3,3,0,True
Friday 18 March 2016,14,17,26,32,33,14,"R5,667,711.30",Won,24.4,26.0,7.709734106958553,14,33,19,122,136,3,3,2,4,0,True
Tuesday 15 March 2016,4,7,32,41,44,11,"R2,725,461.12",Roll,25.6,32.0,16.906803364326443,4,44,40,128,139,3,3,2,4,1,False
Friday 11 March 2016,1,2,3,13,34,11,"R32,759,712.30",Won,10.6,3.0,12.467557900406959,1,34,33,53,64,2,4,4,2,0,True
Tuesday 8 March 2016,2,6,15,26,39,12,"R28,563,953.31",Roll,17.6,15.0,13.514436725220921,2,39,37,88,100,3,3,3,3,1,False
Friday 4 March 2016,1,6,30,40,43,6,"R24,800,207.26",Roll,24.0,30.0,17.35511451993331,1,43,42,120,126,3,3,2,4,1,False
Tuesday 1 March 2016,4,8,15,17,27,1,"R20,773,891.61",Roll,14.2,15.0,7.93473376995095,4,27,23,71,72,2,4,4,2,0,False
Friday 26 February 2016,5,12,35,36,38,17,"R16,867,641.15",Roll,25.2,35.0,13.847743498491008,5,38,33,126,143,3,3,2,4,0,True
Tuesday 23 February 2016,3,15,16,23,24,3,"R13,115,996.83",Roll,16.2,16.0,7.520638270785266,3,24,21,81,84,2,4,5,1,0,True
Friday 19 February 2016,12,14,15,23,41,18,"R10,366,672.59",Roll,21.0,15.0,10.677078252031311,12,41,29,105,123,2,4,4,2,2,True
Tuesday 16 February 2016,5,9,11,14,42,7,"R7,456,447.78",Roll,16.2,11.0,13.22724461102916,5,42,37,81,88,2,4,4,2,1,False
Friday 12 February 2016,9,32,40,42,44,19,"R5,228,464.51",Roll,33.4,40.0,12.86234815265082,9,44,35,167,186,4,2,1,5,2,False
Tuesday 9 February 2016,14,21,41,42,43,4,"R2,509,905.50",Roll,32.2,41.0,12.221292893961753,14,43,29,161,165,2,4,2,4,1,True
Friday 5 February 2016,6,15,16,31,40,9,"R12,903,143.60",Won,21.6,16.0,12.208193969625484,6,40,34,108,117,3,3,3,3,0,True
Tuesday 2 February 2016,7,8,32,35,44,9,"R9,619,140.22",Roll,25.2,32.0,14.985326155943353,7,44,37,126,135,3,3,2,4,0,True
Friday 29 January 2016,5,14,20,24,28,5,"R6,466,443.36",Roll,18.2,20.0,8.059776671843954,5,28,23,91,96,4,2,4,2,0,False
Tuesday 26 January 2016,3,12,16,27,37,12,"R2,974,591.15",Roll,19.0,16.0,11.8490505948789,3,37,34,95,107,2,4,3,3,0,False
Friday 22 January 2016,1,5,15,23,43,11,"R42,096,153.40",Won,17.4,15.0,14.934523762075576,1,43,42,87,98,0,6,4,2,0,False
Tuesday 19 January 2016,1,4,9,35,39,5,"R36,781,384.86",Roll,17.6,9.0,16.094719630984567,1,39,38,88,93,1,5,3,3,1,False
Friday 15 January 2016,4,9,19,31,32,1,"R32,259,459.81",Roll,19.0,19.0,11.29601699715435,4,32,28,95,96,2,4,3,3,2,True
