Year,Date,Day,b1,b2,b3,b4,b5,b6,BonusBall,mean,median,std,min,max,range,sum_without_bonus,sum_with_bonus,even_count,odd_count,low_range_count,high_range_count,prev_common_count,has_consecutive
2025,23 April,Wednesday,31,34,22,44,5,1,33,22.833333333333332,26.5,15.46411616901816,1,44,43,137,170,3,3,3,3,0,False
2025,19 April,Saturday,11,33,52,38,6,9,32,24.833333333333332,22.0,17.198998678863706,6,52,46,149,181,3,3,3,3,0,False
2025,16 April,Wednesday,9,23,26,20,51,16,29,24.166666666666668,21.5,13.158225142050462,9,51,42,145,174,3,3,4,2,1,False
2025,12 April,Saturday,3,31,16,9,17,48,36,20.666666666666668,16.5,14.929463784372462,3,48,45,124,160,2,4,4,2,2,True
2025,09 April,Wednesday,5,49,3,27,45,50,20,29.833333333333332,36.0,19.7856569823249,3,50,47,179,199,1,5,2,4,1,True
2025,05 April,Saturday,39,42,11,7,37,34,44,28.333333333333332,35.5,13.924399049470281,7,42,35,170,214,2,4,2,4,0,False
2025,02 April,Wednesday,6,22,29,50,7,44,4,26.333333333333332,25.5,16.75974011996871,6,50,44,158,162,4,2,3,3,1,True
2025,29 March,Saturday,11,46,48,36,28,18,22,31.166666666666668,32.0,13.64327266050521,11,48,37,187,209,5,1,2,4,0,False
2025,26 March,Wednesday,12,38,18,27,25,21,31,23.5,23.0,8.098353742170895,12,38,26,141,172,3,3,4,2,1,False
2025,22 March,Saturday,3,12,31,51,18,16,2,21.833333333333332,17.0,15.46411616901816,3,51,48,131,133,3,3,4,2,2,False
2025,19 March,Wednesday,17,29,2,37,3,27,12,19.166666666666668,22.0,13.145552691140663,2,37,35,115,127,1,5,3,3,1,True
2025,15 March,Saturday,24,23,49,47,6,34,18,30.5,29.0,14.863265679744362,6,49,43,183,201,3,3,3,3,0,True
2025,12 March,Wednesday,32,48,12,39,24,7,9,27.0,28.0,14.39907404430345,7,48,41,162,171,4,2,3,3,1,False
2025,08 March,Saturday,7,27,31,19,52,23,10,26.5,25.0,13.65955099310857,7,52,45,159,169,1,5,3,3,1,False
2025,05 March,Wednesday,8,45,51,37,2,48,24,31.833333333333332,41.0,19.522778718432704,2,51,49,191,215,3,3,2,4,0,False
2025,01 March,Saturday,22,50,20,12,8,49,10,26.833333333333332,21.0,16.697471531808507,8,50,42,161,171,5,1,4,2,1,True
2025,26 February,Wednesday,47,38,45,36,44,27,41,39.5,41.0,6.800735254367722,27,47,20,237,278,3,3,0,6,0,True
2025,22 February,Saturday,7,13,4,12,24,51,49,18.5,12.5,15.819292019556375,4,51,47,111,160,3,3,5,1,0,True
2025,19 February,Wednesday,50,32,43,13,11,51,16,33.333333333333336,37.5,16.316317667360558,11,51,40,200,216,2,4,2,4,2,True
2025,15 February,Saturday,9,25,41,5,50,39,24,28.166666666666668,32.0,16.697471531808507,5,50,45,169,193,1,5,3,3,1,False
2025,12 February,Wednesday,48,41,9,23,42,3,39,27.666666666666668,32.0,17.20142112992089,3,48,45,166,205,2,4,3,3,2,True
2025,08 February,Saturday,20,1,34,14,4,17,50,15.0,15.5,10.862780491200215,1,34,33,90,140,4,2,5,1,0,False
2025,05 February,Wednesday,42,28,7,30,18,5,1,21.666666666666668,23.0,13.097921802925667,5,42,37,130,131,4,2,3,3,0,False
2025,01 February,Saturday,15,52,41,26,14,42,36,31.666666666666668,33.5,14.313940369055926,14,52,38,190,226,4,2,2,4,1,True
2025,29 January,Wednesday,6,24,32,11,13,44,14,21.666666666666668,18.5,13.199326582148887,6,44,38,130,144,4,2,4,2,0,False
2025,25 January,Saturday,23,26,39,29,51,28,45,32.666666666666664,28.5,9.568466729604882,23,51,28,196,241,2,4,1,5,0,True
2025,22 January,Wednesday,46,23,48,6,45,9,12,29.5,34.0,17.651723239767083,6,48,42,177,189,3,3,3,3,1,True
2025,18 January,Saturday,20,38,33,25,13,40,44,28.166666666666668,29.0,9.719682207882222,13,40,27,169,213,3,3,3,3,0,False
2025,15 January,Wednesday,35,41,9,10,37,4,39,22.666666666666668,22.5,15.21694961401777,4,41,37,136,175,2,4,3,3,0,True
2025,11 January,Saturday,37,42,1,10,22,20,23,22.0,21.0,14.224392195567912,1,42,41,132,155,4,2,4,2,2,False
2025,08 January,Wednesday,24,49,16,34,38,22,35,30.5,29.0,11.071735786828247,16,49,33,183,218,5,1,3,3,1,False
2025,04 January,Saturday,23,52,33,25,22,3,19,26.333333333333332,24.0,14.602130742539673,3,52,49,158,177,2,4,4,2,1,True
2025,01 January,Wednesday,52,7,3,18,23,24,26,21.166666666666668,20.5,15.826314233649674,3,52,49,127,153,3,3,5,1,3,True
2024,28 December,Saturday,25,18,7,29,44,28,8,25.166666666666668,26.5,11.245986938558227,7,44,37,151,159,3,3,3,3,2,True
2024,21 December,Saturday,41,30,6,33,9,23,8,23.666666666666668,26.5,12.618328820498467,6,41,35,142,150,2,4,3,3,0,False
2024,18 December,Wednesday,30,45,7,38,5,28,37,25.5,29.0,14.863265679744362,5,45,40,153,190,3,3,2,4,1,False
2024,14 December,Saturday,42,47,39,6,11,8,41,25.5,25.0,17.38533865071371,6,47,41,153,194,3,3,3,3,0,False
2024,11 December,Wednesday,52,6,11,50,19,24,51,27.0,21.5,17.90716802475106,6,52,46,162,213,4,2,4,2,2,False
2024,07 December,Saturday,30,10,47,50,49,20,21,34.333333333333336,38.5,15.477582354991865,10,50,40,206,227,4,2,2,4,1,True
2024,04 December,Wednesday,19,48,4,21,14,20,47,21.0,19.5,13.366625103842281,4,48,44,126,173,4,2,5,1,1,True
2024,30 November,Saturday,40,24,34,52,7,37,20,32.333333333333336,35.5,14.03171011989946,7,52,45,194,214,4,2,2,4,0,False
2024,27 November,Wednesday,13,15,43,8,5,39,1,20.5,14.0,14.896867679705913,5,43,38,123,124,1,5,4,2,0,False
2024,23 November,Saturday,22,16,25,10,9,3,43,14.166666666666666,13.0,7.646713164636308,3,25,22,85,128,3,3,6,0,0,True
2024,20 November,Wednesday,36,41,3,33,2,22,18,22.833333333333332,27.5,15.464116169018158,2,41,39,137,155,3,3,3,3,2,True
2024,16 November,Saturday,28,36,4,8,15,13,52,17.333333333333332,14.0,11.190273554396345,4,36,32,104,156,4,2,4,2,1,False
2024,13 November,Wednesday,3,33,42,25,45,35,9,30.5,34.0,13.877439725444075,3,45,42,183,192,1,5,2,4,0,False
2024,09 November,Saturday,29,49,46,20,6,7,31,26.166666666666668,24.5,17.00408447664528,6,49,43,157,188,3,3,3,3,0,True
2024,06 November,Wednesday,43,32,13,42,18,50,16,33.0,37.0,13.515423288475528,13,50,37,198,214,4,2,2,4,0,True
2024,02 November,Saturday,51,10,7,42,15,1,49,21.0,12.5,18.681541692269406,1,51,50,126,175,2,4,4,2,1,False
2024,30 October,Wednesday,25,39,44,41,9,4,3,27.0,32.0,15.737428845483835,4,44,40,162,165,2,4,3,3,0,False
2024,26 October,Saturday,22,4,12,29,38,41,10,24.333333333333332,25.5,13.274871834493252,4,41,37,146,156,4,2,3,3,2,False
2024,23 October,Wednesday,18,11,20,30,27,19,44,20.833333333333332,19.5,6.202598021976132,11,30,19,125,169,3,3,4,2,0,True
2024,19 October,Saturday,44,24,50,48,19,39,30,37.333333333333336,41.5,11.799246680285238,19,50,31,224,254,4,2,2,4,1,False
2024,16 October,Wednesday,16,18,31,43,44,20,39,28.666666666666668,25.5,11.513277359447029,16,44,28,172,211,4,2,3,3,1,True
2024,12 October,Saturday,5,10,46,51,8,49,27,28.166666666666668,28.0,20.60272366028876,5,51,46,169,196,3,3,3,3,0,False
2024,09 October,Wednesday,29,19,5,18,48,44,17,27.166666666666668,24.0,15.071127658171067,5,48,43,163,180,3,3,3,3,1,True
2024,05 October,Saturday,43,14,21,27,47,40,45,32.0,33.5,12.110601416389967,14,47,33,192,237,2,4,2,4,0,False
2024,02 October,Wednesday,6,14,5,50,26,37,13,23.0,20.0,16.47219880080778,5,50,45,138,151,4,2,3,3,1,True
2024,28 September,Saturday,40,29,28,32,25,42,26,32.666666666666664,30.5,6.262764742685312,25,42,17,196,222,4,2,1,5,0,True
2024,25 September,Wednesday,6,52,41,26,49,39,17,35.5,40.0,15.58578412100805,6,52,46,213,230,3,3,1,5,0,False
2024,21 September,Saturday,32,33,50,21,29,36,52,33.5,32.5,8.73212459828649,21,50,29,201,253,3,3,1,5,0,True
2024,18 September,Wednesday,43,7,23,38,21,45,25,29.5,30.5,13.635126206481063,7,45,38,177,202,1,5,3,3,1,False
2024,14 September,Saturday,8,52,28,46,6,4,27,24.0,18.0,19.42506971244462,4,52,48,144,171,6,0,3,3,0,False
2024,11 September,Wednesday,8,22,43,26,13,16,9,21.333333333333332,19.0,11.308796969124916,8,43,35,128,137,4,2,4,2,1,False
2024,07 September,Saturday,7,40,18,2,29,49,38,24.166666666666668,23.5,16.905784677309583,2,49,47,145,183,3,3,3,3,0,False
2024,04 September,Wednesday,33,10,39,38,50,17,5,31.166666666666668,35.5,13.631051153728224,10,50,40,187,192,3,3,2,4,0,True
2024,31 August,Saturday,25,46,1,19,14,10,29,19.166666666666668,16.5,14.111657907166292,1,46,45,115,144,3,3,5,1,1,False
2024,28 August,Wednesday,12,23,31,30,2,24,36,20.333333333333332,23.5,10.274023338281628,2,31,29,122,158,4,2,4,2,0,True
2024,24 August,Saturday,5,2,22,13,23,51,1,19.333333333333332,17.5,16.172679294277604,2,51,49,116,117,2,4,5,1,2,True
2024,21 August,Wednesday,11,22,29,36,4,44,14,24.333333333333332,25.5,13.792107243718133,4,44,40,146,160,4,2,3,3,1,False
2024,17 August,Saturday,38,31,49,12,4,7,15,23.5,21.5,16.839932699786342,4,49,45,141,156,3,3,3,3,1,False
2024,14 August,Wednesday,17,40,7,23,47,13,4,24.5,20.0,14.396180048887969,7,47,40,147,151,1,5,4,2,1,False
2024,10 August,Saturday,24,7,41,26,11,32,15,23.5,25.0,11.644025649805712,7,41,34,141,156,3,3,3,3,1,False
2024,07 August,Wednesday,48,13,1,37,32,10,45,23.5,22.5,16.600702796367788,1,48,47,141,186,3,3,3,3,1,False
2024,03 August,Saturday,48,31,26,45,22,12,6,30.666666666666668,28.5,12.591884511682736,12,48,36,184,190,4,2,2,4,1,False
2024,31 July,Wednesday,48,14,20,12,34,11,33,23.166666666666668,17.0,13.545191848852573,11,48,37,139,172,5,1,4,2,2,True
2024,27 July,Saturday,48,21,20,37,26,34,10,31.0,30.0,9.83192080250175,20,48,28,186,196,4,2,2,4,3,True
2024,24 July,Wednesday,17,30,43,32,31,13,41,27.666666666666668,30.5,9.994442900376633,13,43,30,166,207,2,4,2,4,0,True
2024,20 July,Saturday,19,42,27,46,22,37,47,32.166666666666664,32.0,10.122856426040142,19,46,27,193,240,3,3,2,4,0,False
2024,17 July,Wednesday,47,15,1,5,14,22,7,17.333333333333332,14.5,14.929463784372462,1,47,46,104,111,2,4,5,1,1,True
2024,13 July,Saturday,36,44,34,45,14,33,28,34.333333333333336,35.0,10.208928554075703,14,45,31,206,234,4,2,1,5,1,True
2024,10 July,Wednesday,40,25,9,52,17,49,38,32.0,32.5,16.10382977224155,9,52,43,192,230,2,4,3,3,0,False
2024,06 July,Saturday,44,29,49,3,10,28,50,27.166666666666668,28.5,16.547070905618174,3,49,46,163,213,3,3,2,4,1,True
2024,03 July,Wednesday,24,46,8,43,50,45,16,36.0,44.0,15.022205785658333,8,50,42,216,232,4,2,2,4,0,True
2024,29 June,Saturday,21,10,11,44,15,47,8,24.666666666666668,18.0,15.173075568988056,10,47,37,148,156,2,4,4,2,0,True
2024,26 June,Wednesday,33,39,45,52,17,2,48,31.333333333333332,36.0,17.035909785574184,2,52,50,188,236,2,4,2,4,0,False
2024,22 June,Saturday,21,47,29,25,51,12,32,30.833333333333332,27.0,13.885444017227377,12,51,39,185,217,1,5,3,3,0,False
2024,19 June,Wednesday,25,31,11,26,39,9,45,23.5,25.5,10.579067381705567,9,39,30,141,186,1,5,3,3,1,True
2024,15 June,Saturday,48,46,35,1,32,14,22,29.333333333333332,33.5,16.849002608133482,1,48,47,176,198,4,2,2,4,0,False
2024,12 June,Wednesday,26,2,48,16,41,9,23,23.666666666666668,21.0,16.539514973407037,2,48,46,142,165,4,2,3,3,1,False
2024,08 June,Saturday,6,5,41,11,10,35,17,18.0,10.5,14.39907404430345,5,41,36,108,125,2,4,4,2,1,True
2024,05 June,Wednesday,37,25,50,21,22,23,47,29.666666666666668,24.0,10.54619467970425,21,50,29,178,225,2,4,4,2,0,True
2024,01 June,Saturday,29,17,37,18,12,42,27,25.833333333333332,23.5,11.006311320732703,12,42,30,155,182,3,3,3,3,1,True
2024,29 May,Wednesday,20,5,11,45,41,27,42,24.833333333333332,23.5,14.61068862929541,5,45,40,149,191,1,5,3,3,0,False
2024,25 May,Saturday,36,25,4,29,1,45,20,23.333333333333332,27.0,16.006942938057293,1,45,44,140,160,2,4,3,3,1,False
2024,22 May,Wednesday,19,35,29,22,41,40,1,31.0,32.0,8.426149773176359,19,41,22,186,187,2,4,2,4,1,True
2024,18 May,Saturday,37,28,24,47,12,38,1,31.0,32.5,11.254628677422755,12,47,35,186,187,4,2,2,4,0,True
2024,15 May,Wednesday,25,2,45,7,32,37,8,24.666666666666668,28.5,15.520595635763755,2,45,43,148,156,2,4,3,3,1,False
2024,11 May,Saturday,35,51,43,1,38,8,30,29.333333333333332,36.5,18.354533197248273,1,51,50,176,206,2,4,2,4,0,False
2024,08 May,Wednesday,36,26,40,37,31,19,22,31.5,33.5,7.182153808805081,19,40,21,189,211,3,3,1,5,0,True
2024,04 May,Saturday,36,49,3,35,14,33,25,28.333333333333332,34.0,15.271614918607074,3,49,46,170,195,2,4,2,4,1,True
2024,01 May,Wednesday,52,32,27,12,7,16,13,24.333333333333332,21.5,15.01850710142508,7,52,45,146,159,4,2,3,3,0,False
2024,27 April,Saturday,17,40,27,11,10,33,8,23.0,22.0,11.210114480533491,10,40,30,138,146,2,4,3,3,1,True
2024,24 April,Wednesday,42,18,44,50,32,38,24,37.333333333333336,40.0,10.241527663824812,18,50,32,224,248,6,0,1,5,0,False
2024,20 April,Saturday,25,6,29,5,2,30,10,16.166666666666668,15.5,11.991895411299899,2,30,28,97,107,3,3,4,2,0,True
2024,17 April,Wednesday,37,47,34,36,21,15,43,31.666666666666668,35.0,10.640593133008245,15,47,32,190,233,2,4,2,4,0,True
2024,13 April,Saturday,14,16,47,23,22,35,24,26.166666666666668,22.5,11.480660066196348,14,47,33,157,181,3,3,4,2,1,True
2024,10 April,Wednesday,10,45,34,20,15,6,46,21.666666666666668,17.5,13.695092389449425,6,45,39,130,176,4,2,4,2,0,False
2024,06 April,Saturday,8,28,7,19,17,49,12,21.333333333333332,18.0,14.243907079480998,7,49,42,128,140,2,4,4,2,0,True
2024,03 April,Wednesday,26,19,28,39,38,25,44,29.166666666666668,27.0,7.151145984308312,19,39,20,175,219,3,3,2,4,2,True
2024,30 March,Saturday,43,29,18,40,50,39,27,36.5,39.5,10.3400515794974,18,50,32,219,246,3,3,1,5,1,True
2024,27 March,Wednesday,22,45,11,51,46,41,50,36.0,43.0,14.445299120013633,11,51,40,216,266,2,4,2,4,0,True
2024,23 March,Saturday,2,1,3,43,4,17,36,11.666666666666666,3.5,15.007405579320572,1,43,42,70,106,2,4,5,1,0,True
2024,20 March,Wednesday,30,8,13,39,22,52,32,27.333333333333332,26.0,15.051762539834183,8,52,44,164,196,4,2,3,3,0,False
2024,16 March,Saturday,51,5,11,8,19,15,21,18.166666666666668,13.0,15.366811279146003,5,51,46,109,130,1,5,5,1,1,False
2024,13 March,Wednesday,34,36,46,9,33,25,15,30.5,33.5,11.412712210513327,9,46,37,183,198,3,3,2,4,0,True
2024,09 March,Saturday,9,17,27,46,50,24,48,28.833333333333332,25.5,14.735633304642487,9,50,41,173,221,3,3,3,3,2,False
2024,06 March,Wednesday,7,17,22,32,16,48,36,23.666666666666668,19.5,13.199326582148887,7,48,41,142,178,4,2,4,2,1,True
2024,02 March,Saturday,47,18,8,40,25,49,31,31.166666666666668,32.5,15.247039785552547,8,49,41,187,218,3,3,3,3,0,False
2024,28 February,Wednesday,48,20,11,12,14,18,32,20.5,16.0,12.698425099200294,11,48,37,123,155,5,1,5,1,1,True
2024,24 February,Saturday,34,29,2,27,20,7,37,19.833333333333332,23.5,11.682132605916705,2,34,32,119,156,3,3,3,3,1,False
2024,21 February,Wednesday,51,42,34,33,52,5,39,36.166666666666664,38.0,15.76300168820083,5,52,47,217,256,3,3,1,5,1,True
2024,17 February,Saturday,48,44,29,3,1,9,25,22.333333333333332,19.0,19.058389811897076,1,48,47,134,159,2,4,3,3,0,False
2024,14 February,Wednesday,23,6,45,30,18,29,44,25.166666666666668,26.0,11.936172846529253,6,45,39,151,195,3,3,3,3,1,True
2024,10 February,Saturday,24,18,38,43,3,46,51,28.666666666666668,31.0,15.20599297060939,3,46,43,172,223,4,2,3,3,1,False
2024,07 February,Wednesday,19,13,32,28,29,30,14,25.166666666666668,28.5,6.8170537787391865,13,32,19,151,165,3,3,2,4,0,True
2024,03 February,Saturday,31,24,43,17,16,36,44,27.833333333333332,27.5,9.822027398771713,16,43,27,167,211,3,3,3,3,0,True
2024,31 January,Wednesday,41,11,26,52,23,9,29,27.0,24.5,15.37313674346694,9,52,43,162,191,2,4,3,3,0,False
2024,27 January,Saturday,45,15,2,28,49,26,6,27.5,27.0,16.214705259938174,2,49,47,165,171,3,3,2,4,1,False
2024,24 January,Wednesday,14,21,45,16,51,18,4,27.5,19.5,14.750706197783662,14,51,37,165,169,3,3,4,2,1,False
2024,20 January,Saturday,10,41,3,8,16,36,9,19.0,13.0,14.375905768565216,3,41,38,114,123,4,2,4,2,1,False
2024,17 January,Wednesday,50,43,42,33,24,34,37,37.666666666666664,38.0,8.379870059984356,24,50,26,226,263,4,2,1,5,0,True
2024,13 January,Saturday,48,51,13,50,29,11,47,33.666666666666664,38.5,17.006534691765463,11,51,40,202,249,2,4,2,4,1,True
2024,10 January,Wednesday,27,49,17,9,15,31,35,24.666666666666668,22.0,13.136040330158687,9,49,40,148,183,0,6,3,3,0,False
2024,06 January,Saturday,17,24,9,5,18,30,6,17.166666666666668,17.5,8.434387285919996,5,30,25,103,109,3,3,5,1,2,True
2024,03 January,Wednesday,36,32,52,38,7,18,25,30.5,34.0,14.488501187723548,7,52,45,183,208,5,1,2,4,1,False
2023,30 December,Saturday,17,15,10,9,37,35,4,20.5,16.0,11.310025051549031,9,37,28,123,127,1,5,4,2,0,True
2023,27 December,Wednesday,41,25,12,34,42,29,27,30.5,31.5,10.242883708539635,12,42,30,183,210,3,3,2,4,0,True
2023,23 December,Saturday,20,19,50,28,37,49,48,33.833333333333336,32.5,12.562068124140847,19,50,31,203,251,3,3,2,4,0,True
2023,20 December,Wednesday,50,18,11,45,41,32,51,32.833333333333336,36.5,14.182344266336536,11,50,39,197,248,3,3,2,4,1,False
2023,16 December,Saturday,31,22,17,43,36,47,29,32.666666666666664,33.5,10.687479694587598,17,47,30,196,225,2,4,2,4,0,False
2023,13 December,Wednesday,38,11,12,14,16,31,7,20.333333333333332,15.0,10.338708279513881,11,38,27,122,129,4,2,4,2,1,True
2023,09 December,Saturday,44,42,23,14,40,8,33,28.5,31.5,14.233177204452046,8,44,36,171,204,5,1,3,3,1,False
2023,06 December,Wednesday,34,51,42,10,45,13,24,32.5,38.0,15.692354826475215,10,51,41,195,219,3,3,2,4,1,False
2023,02 December,Saturday,51,35,32,33,42,1,20,32.333333333333336,34.0,15.445243784270792,1,51,50,194,214,2,4,1,5,2,True
2023,29 November,Wednesday,25,20,23,41,11,38,32,26.333333333333332,24.0,10.322575044801347,11,41,30,158,190,2,4,4,2,0,False
2023,25 November,Saturday,3,25,24,15,40,14,45,20.166666666666668,19.5,11.48066006619635,3,40,37,121,166,3,3,5,1,1,True
2023,22 November,Wednesday,23,25,41,12,5,19,15,20.833333333333332,21.0,11.260797287739246,5,41,36,125,140,1,5,5,1,1,False
2023,18 November,Saturday,41,25,21,34,19,11,44,25.166666666666668,23.0,9.872802146413258,11,41,30,151,195,1,5,4,2,3,False
2023,15 November,Wednesday,38,46,34,14,11,45,51,31.333333333333332,36.0,13.94831730193845,11,46,35,188,239,4,2,2,4,2,True
2023,11 November,Saturday,46,33,47,43,45,3,22,36.166666666666664,44.0,15.539376506868678,3,47,44,217,239,1,5,1,5,2,True
2023,08 November,Wednesday,28,21,16,45,1,20,17,21.833333333333332,20.5,13.20879336738304,1,45,44,131,148,3,3,4,2,1,True
2023,04 November,Saturday,51,30,12,48,18,52,38,35.166666666666664,39.0,16.108141488769654,12,52,40,211,249,5,1,2,4,0,True
2023,01 November,Wednesday,14,33,25,40,49,6,16,27.833333333333332,29.0,14.712995011968916,6,49,43,167,183,3,3,3,3,0,False
2023,28 October,Saturday,1,46,43,51,41,36,25,36.333333333333336,42.0,16.448573055300436,1,51,50,218,243,2,4,1,5,0,False
2023,25 October,Wednesday,3,13,25,24,4,39,48,18.0,18.5,12.727922061357855,3,39,36,108,156,2,4,5,1,0,True
2023,21 October,Saturday,38,42,49,40,22,48,18,39.833333333333336,41.0,8.914719413544221,22,49,27,239,257,5,1,1,5,0,True
2023,18 October,Wednesday,9,31,42,30,40,8,23,26.666666666666668,30.5,13.560563737871995,8,42,34,160,183,4,2,2,4,2,True
2023,14 October,Saturday,51,49,10,20,8,17,44,25.833333333333332,18.5,17.56337730114064,8,51,43,155,199,3,3,4,2,1,False
2023,11 October,Wednesday,33,4,8,50,10,25,32,21.666666666666668,17.5,16.21384867602041,4,50,46,130,162,4,2,4,2,2,False
2023,07 October,Saturday,30,23,21,29,10,13,22,21.0,22.0,7.461009761866464,10,30,20,126,148,2,4,4,2,1,True
2023,04 October,Wednesday,48,4,17,32,14,41,2,26.0,24.5,15.56705923844749,4,48,44,156,158,4,2,3,3,0,False
2023,30 September,Saturday,16,15,1,14,40,10,33,16.0,14.5,11.846237095944574,1,40,39,96,129,4,2,5,1,1,True
2023,27 September,Wednesday,22,39,9,28,6,15,31,19.833333333333332,18.5,11.334558757279535,6,39,33,119,150,3,3,4,2,1,False
2023,23 September,Saturday,25,5,1,24,27,41,50,20.5,24.5,13.635126206481063,1,41,40,123,173,1,5,4,2,0,True
2023,20 September,Wednesday,31,33,26,28,17,35,2,28.333333333333332,29.5,5.878397362849466,17,35,18,170,172,2,4,1,5,0,False
2023,16 September,Saturday,44,19,10,34,18,32,25,26.166666666666668,25.5,11.495168067013587,10,44,34,157,182,5,1,3,3,0,True
2023,13 September,Wednesday,28,47,50,51,35,4,15,35.833333333333336,41.0,16.486526485453375,4,51,47,215,230,3,3,1,5,0,True
2023,09 September,Saturday,10,7,30,18,23,20,4,18.0,19.0,7.724420150837645,7,30,23,108,112,4,2,5,1,0,False
2023,06 September,Wednesday,35,50,13,3,49,32,26,30.333333333333332,33.5,17.35575472925975,3,50,47,182,208,2,4,2,4,0,True
2023,02 September,Saturday,40,23,37,36,46,2,39,30.666666666666668,36.5,14.556403707265366,2,46,44,184,223,4,2,2,4,0,True
2023,30 August,Wednesday,22,50,43,28,23,37,45,33.833333333333336,32.5,10.382945418115012,22,50,28,203,248,3,3,2,4,2,True
2023,26 August,Saturday,7,28,49,48,10,27,20,28.166666666666668,27.5,16.36476567371362,7,49,42,169,189,3,3,2,4,1,True
2023,23 August,Wednesday,24,4,28,41,6,46,27,24.833333333333332,26.0,15.857875715940713,4,46,42,149,176,5,1,3,3,1,False
2023,19 August,Saturday,22,33,15,18,13,14,36,19.166666666666668,16.5,6.86577664134866,13,33,20,115,151,3,3,5,1,0,True
2023,16 August,Wednesday,13,28,48,8,6,37,21,23.333333333333332,20.5,15.595583420386113,6,48,42,140,161,4,2,3,3,1,False
2023,12 August,Saturday,25,27,46,12,21,40,13,28.5,26.0,11.412712210513327,12,46,34,171,184,3,3,3,3,0,False
2023,09 August,Wednesday,28,5,31,23,6,11,21,17.333333333333332,17.0,10.43498389499902,5,31,26,104,125,2,4,4,2,0,True
2023,05 August,Saturday,43,44,27,48,7,39,10,34.666666666666664,41.0,14.007934259633798,7,48,41,208,218,2,4,1,5,0,True
2023,02 August,Wednesday,13,42,47,16,37,40,43,32.5,38.5,13.098982148752373,13,47,34,195,238,3,3,2,4,0,False
2023,29 July,Saturday,21,40,9,16,4,14,44,17.333333333333332,15.0,11.455226851626389,4,40,36,104,148,4,2,5,1,2,False
2023,26 July,Wednesday,29,43,46,14,35,36,44,33.833333333333336,35.5,10.446955962809879,14,46,32,203,247,3,3,1,5,1,True
2023,22 July,Saturday,42,26,28,20,1,25,13,23.666666666666668,25.5,12.174654911833118,1,42,41,142,155,4,2,3,3,0,True
2023,19 July,Wednesday,39,36,5,1,41,29,30,25.166666666666668,32.5,16.14947539567634,1,41,40,151,181,1,5,2,4,1,False
2023,15 July,Saturday,47,27,8,37,12,48,7,29.833333333333332,32.0,15.699433818524227,8,48,40,179,186,3,3,2,4,0,True
2023,12 July,Wednesday,1,38,52,14,4,29,11,23.0,21.5,18.384776310850235,1,52,51,138,149,4,2,3,3,0,False
